Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-130.38880370727924,nan,0
100,-100.0,-130.38880370727924,nan,99
200,-100.0,-130.38880370727924,nan,199
300,-100.0,-130.38880370727924,9976.177,299
400,-100.0,-130.38880370727924,9970.521,399
500,-100.0,-142.25126048387727,9924.022,499
600,-100.0,-142.25126048387727,9844.903,599
700,-100.0,-142.25126048387727,9797.051,699
800,-100.0,-142.25126048387727,9741.838,799
900,-100.0,-142.25126048387727,9677.987,899
1000,-100.0,-579.3097290249196,9603.72,999
1100,-100.0,-579.3097290249196,9495.972,1099
1200,-100.0,-579.3097290249196,9367.155,1199
1300,-100.0,-579.3097290249196,9202.177,1299
1400,-100.0,-579.3097290249196,9028.474,1399
1500,-100.0,-503.9757967613191,8808.367,1499
1600,-100.0,-503.9757967613191,8577.729,1599
1700,-100.0,-503.9757967613191,8334.057,1699
1800,-100.0,-503.9757967613191,8097.1294,1799
1900,-100.0,-503.9757967613191,7838.615,1899
2000,-80.0,-125.39279692765425,7621.0566,1999
