Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-1331.650238414375,nan,0
100,-100.0,-1331.650238414375,9830.084,99
200,-100.0,-1331.650238414375,9564.44,199
300,-100.0,-1331.650238414375,9056.345,299
400,-100.0,-1331.650238414375,8505.0,399
500,-100.0,-435.2423008075299,7806.721,499
600,-100.0,-435.2423008075299,7100.083,599
700,-100.0,-435.2423008075299,6712.8433,699
800,-100.0,-435.2423008075299,6384.23,799
900,-100.0,-435.2423008075299,6116.467,899
1000,-100.0,-742.6421508672709,5824.6655,999
1100,-100.0,-742.6421508672709,5707.3296,1099
1200,-100.0,-742.6421508672709,5443.5854,1199
1300,-100.0,-742.6421508672709,5387.0073,1299
1400,-100.0,-742.6421508672709,5268.074,1399
1500,-100.0,-971.8372039198608,5047.1494,1499
1600,-100.0,-971.8372039198608,4848.325,1599
1700,-100.0,-971.8372039198608,4510.8657,1699
1800,-100.0,-971.8372039198608,3959.0298,1799
1900,-100.0,-971.8372039198608,3559.7407,1899
2000,-100.0,-541.0687289007863,3319.729,1999
2100,-100.0,-541.0687289007863,3154.6206,2099
2200,-100.0,-541.0687289007863,3270.9524,2199
2300,-100.0,-541.0687289007863,3302.8035,2299
2400,-90.0,-541.0687289007863,3304.867,2399
2500,-100.0,-513.9831878185211,3283.8027,2499
2600,-100.0,-513.9831878185211,3298.769,2599
2700,-100.0,-513.9831878185211,3354.3232,2699
2800,-90.0,-513.9831878185211,3277.2031,2799
